Horse ID,Breed,Gender,Age,Height,Color,Location,Euro Price,$ Price,Discipline,Further Characteristics
13359,American Quarter Horse,Gelding,5 years,15 hh,Black,"Whitesboro, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13360,American Quarter Horse,Gelding,9 years,"15,1 hh",Sorrel,"Robards, KY",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Cowhorse ,
13361,Draft Horse Mix,Gelding,4 years,15 hh,N/A,"Cincinnati, IA",N/A,N/A,Trail - Show - Western - Leisure ,
13362,American Quarter Horse,Mare,6 years,"15,1 hh",Palomino,"Casa Grande, AZ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13363,American Quarter Horse,Gelding,13 years,"15,1 hh",Grullo,"Clarion, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13364,American Quarter Horse,Mare,5 years,"14,2 hh",Sorrel,"Decorah, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13365,Draft Horse Mix,Gelding,6 years,16 hh,Buckskin,"Fredericksburg, OH",N/A,N/A,Trail - English Pleasure - Show - Western ,
13366,Appaloosa,Gelding,11 years,15 hh,N/A,"Shippenville, PA",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
13367,American Quarter Horse,Mare,6 years,"14,3 hh",Buckskin,"Ocala, FL",N/A,N/A,Trail - Western - Jumping - Driving ,
13368,American Quarter Horse,Mare,18 years,"15,1 hh",Gray,"Canyon, TX",N/A,N/A,Versatility Ranch Horse - Trail - Western - Leisure ,
13369,American Quarter Horse,Gelding,3 years,"13,3 hh",Black,"Waco, TX",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Western ,
13370,Quarter Pony,Gelding,8 years,14 hh,Palomino,"Cisco, TX",N/A,N/A,Trail - Versatility Ranch Horse - Western - Leisure ,
13371,Friesian horses Mix,Gelding,7 years,17 hh,Gray,"Clover, SC",N/A,N/A,Trail - English Pleasure - Western - Dressage ,
13372,American Quarter Horse,Gelding,9 years,"15,1 hh",N/A,"Robards, KY",N/A,N/A,Versatility Ranch Horse - Trail - Reining - Western ,
13373,American Quarter Horse,Gelding,6 years,"15,1 hh",Palomino,"Bernard, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13374,American Quarter Horse,Gelding,7 years,"15,1 hh",Sorrel,"New Ringgold, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13375,American Quarter Horse,Mare,4 years,"14,3 hh",Dun,"Bloomburg, TX",N/A,N/A,Versatility Ranch Horse - Trail - Cutting - Show ,
13376,Paint Horse,Gelding,11 years,13 hh,Tobiano-all-colors,"Argyle, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
13377,American Quarter Horse,Gelding,10 years,15 hh,Gray,"Camp Verde, AZ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13378,American Quarter Horse,Gelding,6 years,"15,1 hh",Palomino,"Ponder, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13379,American Quarter Horse,Gelding,4 years,"14,3 hh",Sorrel,"Casa Grande, AZ",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Cutting ,
13380,American Quarter Horse Mix,Gelding,6 years,"15,3 hh",Palomino,"Clover, SC",N/A,N/A,Trail - English Pleasure - Western - Dressage ,
13381,Appaloosa Mix,Gelding,4 years,"14,3 hh",N/A,"El Paso, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
13382,American Quarter Horse,Gelding,6 years,15 hh,Buckskin,"Allenwood, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13383,American Quarter Horse,Gelding,9 years,16 hh,Bay,"Henderson, KY",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13384,Quarter Pony,Gelding,13 years,13 hh,Chestnut,Carthage,N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
13385,Paint Horse,Gelding,9 years,15 hh,Palomino,"Camp Verde, AZ",N/A,N/A,Trail - English Pleasure - Versatility Ranch Horse - Western ,
13386,American Quarter Horse,Gelding,4 years,14 hh,Roan-Red,"Amarillo, TX",N/A,N/A,Cutting - Versatility Ranch Horse - Trail - Western ,
13387,American Quarter Horse,Gelding,10 years,15 hh,Gray,"Clarion, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13388,American Quarter Horse,Gelding,10 years,15 hh,Roan-Blue,"Cave Creek, AZ",N/A,N/A,Versatility Ranch Horse - English Pleasure - Show - Western ,
13389,More ponies/small horses,Mare,1 year,N/A,N/A,"Auburn, KY",N/A,N/A,Leisure ,
13390,Donkey,Stallion,6 years,10 hh,Gray,"Rebersburg, PA",N/A,N/A,Trail - Show - Leisure - Driving ,
13391,American Quarter Horse,Gelding,6 years,15 hh,Red Dun,"Rebersburg, PA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13392,Percheron Mix,Gelding,6 years,17 hh,Roan-Blue,"Littlestown, PA",N/A,N/A,Trail - English Pleasure - Show - Western ,
13393,American Quarter Horse,Gelding,11 years,15 hh,Bay,"Rebersburg, PA",N/A,N/A,Trail - Versatility Ranch Horse - Show - Western ,
13394,American Quarter Horse,Gelding,4 years,"14,3 hh",Palomino,"Joy, IL",N/A,N/A,Versatility Ranch Horse - English Pleasure - Trail - Show ,
13395,American Quarter Horse,Gelding,7 years,"14,3 hh",Bay,"Lamar, MO",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13396,Draft Horse Mix,Gelding,16 years,16 hh,N/A,"Andover, OH",N/A,N/A,Trail - English Pleasure - Show - Western ,
13397,Gypsy Horse Mix,Gelding,5 years,"13,1 hh",Palomino,"La Grange, MO",N/A,N/A,Trail - Show - Leisure ,
13398,American Quarter Horse,Gelding,16 years,15 hh,N/A,"Plano, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13399,More ponies/small horses,Gelding,13 years,"11,2 hh",N/A,"Elkhart, TX",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
13400,More ponies/small horses,Gelding,8 years,"9,1 hh",Buckskin,"Nevis, MN",N/A,N/A,Trail - Show - Leisure - Driving ,
13401,More ponies/small horses,Gelding,10 years,9 hh,Palomino,"Fresno, OH",N/A,N/A,Trail - Show - Leisure - Driving ,
13402,Shetland Ponies,Gelding,13 years,10 hh,Roan-Bay,"Weatherford, TX",N/A,N/A,Trail - Show - Leisure ,
13403,Gypsy Horse Mix,Gelding,11 years,"14,2 hh",N/A,"Marana, AZ",N/A,N/A,Trail - English Pleasure - Show - Western ,
13404,PRE,Stallion,3 years,"15,2 hh",Gray,/Polenz,"15,000","$15,975.00 ",Dressage - Working Equitation - Eventing - Leisure ,
13405,PRE,Mare,6 years,"15,2 hh",Pearl,Polenz,"15,000","$15,975.00 ",Leisure - Baroque - Breeding - Dressage ,
13406,PRE,Stallion,5 years,16 hh,Gray,Polenz,"20,000","$21,301.00 ",Dressage - Working Equitation - Eventing - Leisure ,
13407,PRE Mix,Stallion,3 years,"15,2 hh",Brown,Polenz,"15,000","$15,975.00 ",Dressage - Breeding - Eventing - Leisure ,
13408,Lusitano,Gelding,7 years,16 hh,Gray-Red-Tan,Montecorto,"15,000","$15,975.00 ",Dressage ,
13409,German Riding Pony,Gelding,7 years,"14,2 hh",Dun,Langwedel,"55,000","$58,576.00 ",Dressage - Jumping,
13410,Oldenburg,Mare,6 years,"16,2 hh",Bay-Dark,Altenberge,"20,000","$21,301.00 ",Dressage - Jumping ,
13411,Lusitano,Stallion,5 years,16 hh,Brown,Perlerl,"20,000","$21,301.00 ",Dressage - Working Equitation - Breeding - Leisure ,
13412,Hanoverian,Mare,6 years,16 hh,Bay-Dark,Salzhemmendorf,"15,000","$15,975.00 ",Dressage - Eventing - Jumping - Leisure ,
13413,Trakehner,Gelding,3 years,"16,2 hh",Black,Harsefeld,"9,900","$10,544.00 ",Dressage - Eventing - Leisure,
13414,KWPN,Gelding,8 years,17 hh,Black,Bad Kreuznach,N/A,N/A,Jumping ,
13415,Anglo European Studbook,Stallion,9 years,"16,2 hh",Brown,Bad Kreuznach,N/A,N/A,Jumping ,
13416,German Sport Horse,Mare,1 year,"16,2 hh",Bay-Dark,Neckargemünd,"8,500","$9,053.00 ",Dressage - Breeding - Jumping - Leisure,"Green, is allrounder, is easy to load"
13417,German Sport Horse,Stallion,1 year,"16,3 hh",Bay-Dark,Neckargemünd,"7,800","$8,307.00 ",Dressage - Breeding - Jumping - Leisure,"Green, is allrounder, is easy to load"
13418,Hanoverian,Gelding,5 years,"16,3 hh",Brown,Bad Kreuznach,N/A,N/A,Jumping - Hunter - Dressage ,
13419,Hanoverian,Gelding,5 years,"16,3 hh",Black,Rosdorf,"25,000","$26,626.00 ",Dressage ,
13420,Andalusian,Gelding,16 years,"15,2 hh",Palomino,San Ambrosio,"4,900","$5,219.00 ",Leisure - Working Equitation - Western - Dressage ,
13421,German Riding Pony,Stallion,3 years,N/A,N/A,Neustadt Dosse,N/A,N/A,Jumping - Eventing - Leisure - Dressage ,
13422,Hanoverian,Mare,1 year,N/A,N/A,Calau,"4,900","$5,219.00 ",Dressage - Breeding - Hunter - Leisure ,
13423,KWPN,Mare,10 years,"16,1 hh",Bay-Dark,Barger-Compascuum,"45,000","$47,926.00 ",Jumping ,
13424,Hanoverian,Mare,5 years,16 hh,Chestnut,Großbeeren,"22,500","$23,963.00 ",Dressage - Breeding - Leisure ,
13425,Irish Sport Horse,Mare,5 years,"15,1 hh",Brown,Lage,"2,950","$3,142.00 ",Leisure - Breeding - Jumping - Dressage,
13426,Irish Sport Horse,Gelding,4 years,16 hh,Brown,Lage,"3,500","$3,728.00 ",Dressage - Jumping - Hunter - Leisure,
13427,German Sport Horse,Mare,1 year,N/A,N/A,Schönwalde-Glien,N/A,N/A,Dressage - Breeding ,
13428,Tennessee walking horse,Gelding,3 years,15 hh,Gray,"Hustonville, KY",N/A,"$12,500.00 ",Gaited - Trail ,
13429,American Quarter Horse,Mare,11 years,16 hh,Buckskin,"Morrilton, AR",N/A,"$12,500.00 ",Trail - Versatility Ranch Horse - Western ,
13430,Lusitano,Mare,2 years,"14,3 hh",Perlino,Sevilla,"10,000","$10,650.00 ",Dressage - Show - Baroque - Leisure ,
13431,Irish Sport Horse,Mare,7 years,16 hh,Brown,Lage,"4,000","$4,260.00 ",Dressage - Breeding - Jumping - Leisure,
13432,German Sport Horse,Mare,5 years,16 hh,Bay-Dark,Kempen,"22,000","$23,431.00 ",Dressage,
13433,Lusitano,Gelding,5 years,16 hh,Gray-Red-Tan,El Gastor,"15,000","$15,975.00 ",Dressage ,
13434,Trakehner,Mare,2 years,"16,1 hh",Gray-Dark-Tan,Rohrbach,"8,800","$9,372.00 ",Eventing - Jumping - Leisure - Dressage ,
13435,Trakehner,Mare,3 years,16 hh,Brown,Päwesin,"10,000","$10,650.00 ",Dressage ,
13436,Hanoverian,Mare,4 years,16 hh,Chestnut-Red,Borstelorstel,"5,000","$5,325.00 ",Dressage ,
13437,Trakehner,Gelding,7 years,"16,3 hh",Bay-Dark,Lüneburg,"25,000","$26,626.00 ",Dressage - Eventing ,
13438,Irish Sport Horse,Gelding,5 years,"16,1 hh",Brown,Lage,"2,500","$2,663.00 ",Dressage - Hunting - Jumping,
13439,Oldenburg,Mare,14 years,"17,2 hh",Black,Zapel,"25,000","$26,626.00 ",Jumping - Breeding - Leisure,
13440,Westphalian,Mare,5 years,"16,3 hh",Bay-Dark,Röttingen,"29,500","$31,418.00 ",Dressage - Leisure - Mating,
13441,Irish Sport Horse,Gelding,5 years,16 hh,Black,Lage,"2,850","$3,035.00 ",Leisure - Jumping - Dressage,
13442,Hanoverian,Mare,4 years,"15,2 hh",Bay-Dark,Wartenberg,"15,000","$15,975.00 ",Jumping - Leisure - Dressage ,
13443,Trakehner,Mare,1 year,"16,2 hh",Chestnut-Red,Wehringen,"4,500","$4,793.00 ",Dressage - Breeding - Eventing - Jumping ,
13444,Trakehner,Stallion,1 year,N/A,N/A,Wehringen,"4,200","$4,473.00 ",Dressage - Jumping - Leisure ,
13445,German Riding Horse,Stallion,1 year,"16,1 hh",Brown,Wehringen,"4,200","$4,473.00 ",Dressage - Breeding - Eventing - Jumping ,
13446,German Riding Horse,Stallion,1 year,"16,1 hh",Brown,Wehringen,"4,200","$4,473.00 ",Dressage - Eventing - Jumping - Leisure ,
13447,German Riding Pony,Stallion,1 year,"15,2 hh",Chestnut-Red,Wehringen,"3,800","$4,047.00 ",Dressage - Eventing - Jumping - Leisure ,
13448,German Riding Pony,Stallion,2 years,"15,1 hh",Palomino,Wehringen,"6,500","$6,923.00 ",Dressage - Eventing - Jumping - Leisure ,
13449,Trakehner,Gelding,12 years,"16,1 hh",Brown,Lüneburg,"18,000","$19,170.00 ",Dressage - Eventing - Jumping - Leisure ,
13450,Hanoverian,Gelding,7 years,16 hh,Brown,Sittensen,"25,000","$26,626.00 ",Jumping ,
13451,Lipizzaner,Mare,2 years,"15,2 hh",Gray,Trnovska vas,"6,600","$7,029.00 ",Baroque - Working Equitation - Breeding - Dressage ,
13452,Other Warmbloods,Mare,5 years,"16,1 hh",Brown,Wellheim,N/A,N/A,Jumping - Leisure - Dressage ,
13453,Other Warmbloods,Gelding,6 years,"15,2 hh",N/A,Wellheim,N/A,N/A,Leisure - Jumping - Dressage ,
13454,Other Warmbloods,Gelding,6 years,"15,2 hh",N/A,Wellheim,N/A,N/A,Leisure - Jumping - Dressage ,
13455,Draft Horse Mix,Gelding,6 years,"13,1 hh",N/A,"Millersburg, OH",N/A,N/A,Trail - English Pleasure - Western - Driving ,
13456,American Quarter Horse,Gelding,10 years,"15,1 hh",Sorrel,"Caballo, NM",N/A,N/A,Versatility Ranch Horse - Trail - Cutting - Western ,
13457,American Quarter Horse,Gelding,11 years,"15,1 hh",Buckskin,"Camp Verde, AZ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13458,German Sport Horse,Gelding,6 years,"16,1 hh",Bay-Dark,Dallgow-Döberitz,"40,000","$42,601.00 ",Dressage - Jumping ,
13459,More ponies/small horses,Gelding,5 years,"13,2 hh",N/A,Deggendorf,"3,900","$4,154.00 ",Leisure ,
13460,Haflinger,Gelding,20 years,14 hh,Chestnut-Red,Mülheim an der Ruhr,"2,500","$2,663.00 ",Dressage - Western - Jumping - Leisure ,
13461,Curly horse,Mare,7 years,"14,1 hh",Tobiano-all-colors,Stenløse,"9,000","$9,585.00 ",Breeding ,
13462,Hungarian Sport Horse,Gelding,3 years,16 hh,Gray,Tass,"5,500","$5,858.00 ",Driving - Leisure ,
13463,Westphalian,Stallion,4 years,"16,2 hh",Bay-Dark,Lippetal,"35,000","$37,276.00 ",Dressage ,
13464,Austrian Warmblood,Gelding,6 years,"16,1 hh",Gray,Pelmberg,"9,500","$10,118.00 ",Dressage - Jumping - Leisure ,
13465,Hanoverian,Mare,9 years,"16,2 hh",Chestnut,Riga,"10,000","$10,650.00 ",Dressage ,
13466,KWPN,Gelding,4 years,"16,1 hh",N/A,Riga,"20,000","$21,301.00 ",Dressage ,
13467,German Sport Horse,Mare,5 years,"16,1 hh",Brown,Güssefeld,"6,000","$6,390.00 ",Jumping - Eventing,
13468,Other Warmbloods,Mare,2 years,"16,2 hh",Buckskin,Borgentreich,N/A,N/A,Jumping - Eventing - Leisure - Dressage ,
13469,PRE Mix,Stallion,6 years,"17,1 hh",Bay-Dark,HEUVELLAND,"40,000","$42,601.00 ",Dressage - Show - Breeding - Driving ,
13470,PRE,Stallion,5 years,16 hh,Gray-Dapple,HEUVELLAND,"20,000","$21,301.00 ",Baroque - Working Equitation - Breeding - Dressage ,
13471,PRE,Stallion,5 years,16 hh,Chestnut,HEUVELLAND,"20,000","$21,301.00 ",Baroque - Show - Driving - Dressage ,
13472,Heavy Warmblood,Gelding,3 years,"16,1 hh",Black,Riedlingen,N/A,N/A,Driving - Leisure ,
13473,Hanoverian,Gelding,5 years,"15,3 hh",Bay-Dark,Verden (Aller),"12,000","$12,780.00 ",Dressage - Eventing - Jumping - Hunter ,
13474,Hanoverian,Gelding,5 years,"17,1 hh",Chestnut-Red,Verden (Aller),"12,000","$12,780.00 ",Dressage - Eventing - Leisure ,
13475,Hanoverian,Gelding,5 years,16 hh,Brown,Verden (Aller),"15,000","$15,975.00 ",Jumping - Eventing - Leisure - Dressage ,
13476,PRE Mix,Stallion,4 years,17 hh,Gray-Dapple,Martfeld,"20,000","$21,301.00 ",Dressage - Show - Baroque - Leisure ,
13477,PRE Mix,Stallion,5 years,16 hh,Gray-Dapple,Martfeld,"15,000","$15,975.00 ",Dressage - Show - Baroque - Leisure ,
13478,Lipizzaner,Stallion,1 year,"15,1 hh",Gray,Trnovska vas,"4,400","$4,686.00 ",Baroque - Working Equitation - Dressage ,
13479,Trakehner,Mare,3 years,"16,1 hh",N/A,Aytos,N/A,N/A,Eventing - Endurance - Breeding - Jumping ,
13480,Trakehner,Mare,16 years,16 hh,N/A,Aytos,N/A,N/A,Breeding ,
13481,Trakehner,Mare,8 years,"15,3 hh",N/A,Aytos,N/A,N/A,Breeding - Leisure ,
13482,Trakehner,Mare,16 years,"15,3 hh",N/A,Aytos,N/A,N/A,Breeding - Leisure - Driving ,
13483,Anglo-Arab,Mare,19 years,"15,2 hh",N/A,Aytos,N/A,N/A,Breeding ,
13484,PRE Mix,Stallion,12 years,16 hh,Black,Madrid,"70,000","$74,552.00 ",Dressage ,
13485,Bavarian Warmblood,Mare,6 years,"16,2 hh",N/A,Veitsbronn,N/A,N/A,Jumping,
13486,PRE Mix,Stallion,8 years,"15,3 hh",Perlino,Sevilla,"15,000","$15,975.00 ",Dressage - Show - Baroque - Leisure ,
13487,Lusitano Mix,Stallion,6 years,16 hh,Dun,Navas Del Madroño,N/A,N/A,Eventing ,
13488,Other Breeds,Gelding,5 years,"13,1 hh",Brown,Jeżów,"4,200","$4,473.00 ",Jumping - Leisure ,
13489,Polish Halfbred,Mare,6 years,"15,3 hh",Brown,Jeżów,"7,900","$8,414.00 ",Jumping - Eventing - Dressage ,
13490,KWPN,Mare,6 years,"15,2 hh",Bay,Jeżów,"5,800","$6,177.00 ",Jumping - Leisure ,
13491,KWPN,Gelding,8 years,"16,1 hh",Chestnut-Red,Jeżów,"13,900","$14,804.00 ",Driving ,
13492,Anglo-Arab,Mare,5 years,"15,2 hh",Pinto,Sevilla,"20,000","$21,301.00 ",Dressage - Show - Leisure ,
13493,Lusitano,Stallion,2 years,"15,2 hh",Buckskin,Rio Maior,"12,500","$13,313.00 ",Dressage - Working Equitation - Show - Breeding ,
13494,PRE,Mare,9 years,16 hh,Bay-Dark,Vilanova I La Geltru,"10,000","$10,650.00 ",Leisure - Baroque - Breeding - Dressage ,
13495,Lusitano,Mare,1 year,"15,2 hh",Brown,Rio Maior,"3,500","$3,728.00 ",Dressage - Working Equitation - Show - Breeding ,
13496,Lipizzaner,Mare,10 years,15 hh,Black,Trnovska vas,"8,800","$9,372.00 ",Baroque - Leisure - Dressage ,
13497,Lusitano,Stallion,9 years,"16,1 hh",Gray,Rio Maior,"20,000","$21,301.00 ",Working Equitation - Show - Leisure - Dressage ,
13498,Lusitano,Stallion,3 years,"15,2 hh",Perlino,Rio Maior,"12,000","$12,780.00 ",Working Equitation - Show - Leisure - Dressage ,
13499,PRE Mix,Stallion,11 years,16 hh,Gray-Dapple,Martfeld,"10,000","$10,650.00 ",Dressage - Show - Baroque - Leisure ,
13500,KWPN,Mare,15 years,16 hh,Bay-Dark,Laxenburg,"170,000","$181,054.00 ",Dressage,
13501,Lipizzaner,Gelding,5 years,"15,2 hh",Gray,Ljubljana,"11,500","$12,248.00 ",Baroque - Equitation Portugesa - Driving - Dressage ,
13502,KWPN,Mare,16 years,16 hh,Chestnut-Red,IJhorst,"15,000","$15,975.00 ",Breeding - Jumping,
13503,Lipizzaner,Gelding,5 years,16 hh,Gray,Nürnberg,"10,500","$11,183.00 ",Leisure - Hunting - Western - Driving,
13504,Oldenburg,Mare,4 years,"16,1 hh",Chestnut-Red,Tespe,"11,000","$11,715.00 ",Dressage - Breeding - Leisure ,
13505,Arabian horses,Gelding,2 years,"15,2 hh",Black,Peißenberg,"4,500","$4,793.00 ",Endurance - Show,
13506,German Riding Pony,Gelding,3 years,"14,1 hh",N/A,Bedburg,"15,000","$15,975.00 ",Dressage ,
13507,German Riding Pony,Stallion,3 years,"14,1 hh",Cremello,Bedburg,"15,000","$15,975.00 ",Dressage - Breeding ,
13508,Hanoverian,Gelding,4 years,"16,2 hh",Brown,PerlPerl,"40,000","$42,601.00 ",Dressage - Eventing - Jumping - Leisure ,
13509,German Riding Pony,Stallion,3 years,"14,1 hh",Dun,Bedburg,"20,000","$21,301.00 ",Dressage - Breeding ,
13510,Oldenburg,Gelding,7 years,"15,3 hh",Chestnut-Red,Pelmberg,"9,800","$10,437.00 ",Jumping - Leisure - Dressage ,
13511,Hungarian Sport Horse,Gelding,11 years,16 hh,Black,Einbeck,"7,200","$7,668.00 ",Leisure ,
13512,Lusitano,Stallion,6 years,"15,3 hh",Gray,Navas Del Madroño,N/A,N/A,Eventing ,
13513,PRE,Stallion,5 years,"15,1 hh",Brown,Vejer de la Frontera,"10,000","$10,650.00 ",Leisure - Working Equitation - Baroque ,
13514,Andalusian,Stallion,9 years,"15,2 hh",Black,Vejer de la Frontera,"15,000","$15,975.00 ",Leisure - Baroque - Dressage ,
13515,German Sport Horse,Gelding,3 years,16 hh,Smoky-Black,Solnhofen,"7,900","$8,414.00 ",Dressage,
13516,Hanoverian,Gelding,5 years,"16,2 hh",Brown,Kutenholz,"22,000","$23,431.00 ",Dressage ,
13517,Other Warmbloods,Mare,5 years,"15,2 hh",Gray-Dapple,Wartenberg,"15,000","$15,975.00 ",Dressage - Leisure ,
13518,Other Warmbloods,Mare,5 years,"15,2 hh",Gray-Dapple,Wartenberg,"15,000","$15,975.00 ",Dressage - Leisure ,
13519,Welsh C (of Cob Type),Gelding,8 years,"13,1 hh",Palomino,Wartenberg,"21,000","$22,366.00 ",Dressage - Jumping ,
13520,Trakehner,Gelding,20 years,16 hh,Brown,Wartenberg,"22,000","$23,431.00 ",Dressage - Jumping ,
13521,Hanoverian,Mare,17 years,"16,1 hh",Smoky-Black,Wartenberg,"22,000","$23,431.00 ",Dressage ,
13522,Trakehner,Gelding,8 years,"16,3 hh",Brown,Wartenberg,"15,000","$15,975.00 ",Eventing - Jumping - Leisure - Dressage ,
13523,Oldenburg,Stallion,7 years,"17,1 hh",Bay-Dark,Stuhr,"40,000","$42,601.00 ",Dressage - Hunter,
13524,Mule,Gelding,9 years,"14,2 hh",Buckskin,Neustadt (Wied),"7,900","$8,414.00 ",Leisure - Western - Driving - Dressage ,
13525,KWPN,Gelding,5 years,16 hh,Bay-Dark,Neustadt (Wied),"14,900","$15,869.00 ",Dressage - Working Equitation - Leisure ,
13526,Austrian Warmblood,Gelding,4 years,"16,2 hh",Smoky-Black,Garsten,"32,000","$34,081.00 ",Dressage ,
13527,Westphalian,Gelding,5 years,"16,1 hh",Gray,Bad Honnef,"17,500","$18,638.00 ",Jumping - Dressage,
13528,Arabian horses,Mare,3 years,"14,2 hh",Brown,Hinterstoder,"6,500","$6,923.00 ",Breeding - Endurance - Western - Leisure,
13529,Straight Egyptian,Mare,15 years,"14,2 hh",Chestnut,TambergauHinterstoder,"6,500","$6,923.00 ",Breeding - Show,
13530,German Riding Horse,Mare,1 year,N/A,N/A,Löningen,"1,234","$1,314.00 ",Dressage - Breeding,
13531,PRE Mix,Mare,12 years,"15,3 hh",Black,Valencia,"15,000","$15,975.00 ",Breeding - Baroque - Dressage ,
13532,PRE Mix,Gelding,2 years,"15,2 hh",Brown,WarendorfWarendorf,"6,000","$6,390.00 ",Dressage - Doma Vaquera - Baroque - Leisure,
13533,American Quarter Horse,Gelding,8 years,15 hh,Sorrel,"Nevis, MN",N/A,N/A,Versatility Ranch Horse - Trail - Reining - Show ,
13534,More ponies/small horses,Mare,5 years,"9,1 hh",Dun,"Nevis, MN",N/A,N/A,Trail - Show - Leisure - Driving ,
13535,American Quarter Horse,Gelding,7 years,"15,2 hh",Sorrel,"Nevis, MN",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13536,Quarter Pony,Gelding,14 years,12 hh,Palomino,"Nevis, MN",N/A,N/A,Trail - Show - Western - Leisure ,
13537,American Quarter Horse,Gelding,9 years,"15,2 hh",Gray,"Nevis, MN",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13538,Gypsy Horse,Gelding,5 years,"14,1 hh",N/A,"Nevis, MN",N/A,N/A,Trail - Show - Leisure - Driving ,
13539,More ponies/small horses,Mare,7 years,7 hh,N/A,"Nevis, MN",N/A,N/A,Leisure - Trail - Show ,
13540,Quarter Pony,Gelding,12 years,12 hh,N/A,"Nevis, MN",N/A,N/A,Trail - Versatility Ranch Horse - Show - Leisure ,
13541,Percheron Mix,Gelding,6 years,16 hh,Black,"Nevis, MN",N/A,N/A,Trail - English Pleasure - Western - Driving ,
13542,Friesian horses Mix,Mare,5 years,17 hh,N/A,"Nevis, MN",N/A,N/A,Trail - Show - Driving - Dressage ,
13543,Draft Horse Mix,Gelding,7 years,"16,2 hh",Gray,"Nevis, MN",N/A,N/A,Trail - Show - Leisure - Driving ,
13544,American Quarter Horse,Gelding,7 years,15 hh,Bay,"Nevis, MN",N/A,N/A,Reining - Versatility Ranch Horse - Trail - Show ,
13545,American Quarter Horse,Gelding,8 years,"14,3 hh",Grullo,"Nevis, MN",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13546,American Quarter Horse,Gelding,7 years,"14,1 hh",Sorrel,"Nevis, MN",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western ,
13547,PRE Mix,Stallion,3 years,"15,1 hh",Champagne,Rafelguaraf,"9,000","$9,585.00 ",Baroque - Working Equitation - Breeding - Leisure ,
13548,Oldenburg-International (OS),Mare,4 years,16 hh,Brown,Borgentreich,"15,000","$15,975.00 ",Jumping,
13549,Oldenburg,Stallion,3 years,"15,2 hh",Chestnut-Red,Oosterhout,"15,000","$15,975.00 ",Dressage ,
13550,Lusitano,Stallion,4 years,N/A,N/A,Martfeld,"20,000","$21,301.00 ",Baroque - Show - Leisure - Dressage ,
13551,Welsh A (Mountain Pony),Mare,8 years,"11,2 hh",Dun,Wildeshausen,N/A,N/A,Leisure - Jumping - Dressage ,
13552,Belgian Warmblood,Mare,4 years,17 hh,Brown,Üllő,"20,000","$21,301.00 ",Jumping - Breeding - Dressage ,
13553,Oldenburg,Gelding,5 years,"16,1 hh",Brown,Eggelsberg,"20,000","$21,301.00 ",Dressage - Jumping - Leisure ,
13554,American Quarter Horse,Gelding,7 years,"15,3 hh",Bay,Fredricksburg TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
13555,American Quarter Horse,Gelding,12 years,"15,3 hh",Black,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
13556,American Quarter Horse,Gelding,13 years,15 hh,Palomino,Paicines CA,N/A,"$3,500.00 ",Trail ,
13557,Paint Horse,Gelding,8 years,15 hh,Palomino,Camp Verde AZ,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
13558,American Quarter Horse,Gelding,8 years,15 hh,Palomino,Camp Verde AZ,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
13559,Percheron,Gelding,5 years,N/A,N/A,Jacksboro TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
13560,American Quarter Horse,Gelding,8 years,15 hh,Buckskin,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
