Horse ID,Breed,Gender,Age,Height,Color,Location,Euro Price,$ Price,Discipline,Further Characteristics
11000,KWPN,Gelding,7 years,17 hh,Chestnut-Red,Zwickau,"22,000","$23,431.00 ",Jumping - Eventing,"Competition experience, Equine Passport available, No eczema"
11001,Appaloosa,Gelding,15 years,"15,1 hh",N/A,"Marana, AZ",N/A,"$10,000.00 ",Trail - English Pleasure - Versatility Ranch Horse - Show,"is a companion, Reliable for trail riding, is allrounder"
11002,American Quarter Horse,Mare,14 years,"14,2 hh",Roan-Red,"Rebersburg, PA",N/A,N/A,Versatility Ranch Horse - Trail - Reining - Western,"is a companion, suitable as school horse/pony, Reliable for trail riding"
11003,American Quarter Horse,Gelding,14 years,"14,2 hh",Roan-Red,"Georgetown, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western,"is a companion, Reliable for trail riding, is allrounder"
11004,Lusitano Mix,Gelding,11 years,16 hh,Bay,Duncton,N/A,"$29,379.00 ",Dressage - English Pleasure - Trail,
11005,American Quarter Horse,Gelding,9 years,15 hh,Roan-Blue,"Bernard, IA",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western,"is a companion, Reliable for trail riding, is allrounder"
11006,American Quarter Horse,Gelding,12 years,15 hh,Grullo,"Camp Verde, AZ",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western,"is a companion, Reliable for trail riding, is allrounder"
11007,American Quarter Horse,Mare,10 years,"14,3 hh",N/A,"Carthage, TX",N/A,N/A,Versatility Ranch Horse - Trail - Show - Western,"is a companion, suitable as school horse/pony, Reliable for trail riding"
11008,Hanoverian,Mare,3 years,"16,2 hh",Smoky-Black,Moers,N/A,N/A,Jumping - Breeding - Dressage ,
11009,Hanoverian,Gelding,4 years,"16,2 hh",Brown,Moers,"20,000","$21,301.00 ",Jumping - Eventing ,
11010,Hanoverian,Gelding,5 years,"16,3 hh",Brown,Lienen,"100,000","$106,503.00 ",Dressage ,
11011,Hanoverian,Gelding,9 years,17 hh,Chestnut,Geldern,"70,000","$74,552.00 ",Dressage,
11012,PRE,Mare,2 years,16 hh,Brown,Los Rosales,"4,500","$4,793.00 ",Gaited ,
11013,Menorquin,Stallion,1 year,"15,3 hh",Black,Menorca,"7,500","$7,988.00 ",Leisure - Working Equitation - Baroque - Eventing ,
11014,Westphalian,Mare,13 years,16 hh,Brown,Pulheim,"20,000","$21,301.00 ",Jumping - Breeding - Eventing - Dressage,
11015,Welsh A (Mountain Pony),Gelding,3 years,"11,1 hh",Black,Halle,"5,800","$6,177.00 ",Driving - Leisure ,
11016,German Sport Horse,Gelding,7 years,"16,2 hh",Chestnut-Red,Brieselang,"40,000","$42,601.00 ",Dressage ,
11017,American Quarter Horse,Mare,3 years,15 hh,Bay-Dark,München,N/A,N/A,Reining - Western allround - Versatility Ranch Horse - Leisure ,
11018,Holstein,Mare,16 years,"16,2 hh",Brown,Schönwalde-Glien,"8,900","$9,479.00 ",Breeding ,
11019,Hanoverian,Mare,5 years,"16,1 hh",Smoky-Black,Linau,"40,000","$42,601.00 ",Dressage - Breeding - Jumping,
11020,Westphalian,Gelding,9 years,18 hh,Smoky-Black,Ahaus,"50,000","$53,251.00 ",Dressage - Jumping,
11021,Mule,Gelding,10 years,14 hh,Bay-Dark,Ida Grove,N/A,N/A,Driving ,
11022,American Quarter Horse,Mare,6 years,15 hh,Chestnut,Garden City,N/A,N/A,Trail - Western Pleasure - Western ,
11023,Kentucky Mountain Saddle Horse,Gelding,8 years,15 hh,Bay,Moscow,N/A,N/A,Trail - Western - Driving ,
11024,Thoroughbred,Gelding,3 years,16 hh,Chestnut,Fort Collins,N/A,N/A,Eventing - Trail - Jumping - Dressage ,
11025,Paint Horse,Mare,13 years,15 hh,Can be white,Fort Collins,N/A,N/A,Eventing - Western - Jumping - Dressage ,
11026,American Quarter Horse,Gelding,10 years,11 hh,Tobiano-all-colors,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse,
11027,German Sport Horse,Mare,1 year,N/A,N/A,Burgthann,"15,000","$15,975.00 ",Dressage,Halter accustomed
11028,Arabian horses,Gelding,2 years,"14,3 hh",Gray-Dapple,Kehl,"4,000","$4,260.00 ",Endurance - Western - Leisure - Dressage,"Green, is allrounder, Halter accustomed"
11029,Hanoverian,Gelding,8 years,"16,1 hh",Black,Corbera,"25,000","$26,626.00 ",Dressage,"is easy to load, Stands for the farrier, "
11030,Hanoverian,Mare,7 years,"16,3 hh",Gray-Dapple,Wächtersbach,"70,000","$74,552.00 ",Jumping,"is easy to load, vet-check, Competition experience"
11031,American Quarter Horse,Gelding,12 years,"14,3 hh",Bay,Lipan TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse,
11032,American Quarter Horse,Gelding,10 years,"14,3 hh",Palomino,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse,
11033,Oldenburg-International (OS),Gelding,8 years,N/A,N/A,Wächtersbach,"25,000","$26,626.00 ",Jumping - Leisure,"is easy to load, vet-check, Stands for the farrier"
11034,American Quarter Horse,Gelding,10 years,"14,3 hh",Gray-Dapple,Paicines CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse,
11035,Anglo European Studbook,Mare,4 years,17 hh,Bay-Dark,Ysselsteyn,"10,000","$10,650.00 ",Jumping - Eventing,
11036,Arabian horses,Mare,12 years,15 hh,Black,Bochum,"19,500","$20,768.00 ",Leisure - Show - Endurance - Western,
11037,Shetland Ponies,Gelding,3 years,"10,1 hh",Black,Halle,"1,800","$1,917.00 ",Driving - Leisure ,
11038,Westphalian,Mare,5 years,16 hh,Gray,Haltern am See,"18,500","$19,703.00 ",Jumping - Eventing,
11039,German Sport Horse,Mare,3 years,16 hh,Brown,MartfeldMartfeld,"8,500","$9,053.00 ",Dressage - Breeding - Jumping - Leisure ,
11040,German Riding Pony,Stallion,3 years,"14,2 hh",Buckskin,Vettweiß,"40,000","$42,601.00 ",Dressage - Breeding - Mating ,
11041,Hanoverian,Mare,4 years,"16,1 hh",Brown,Warendorf,"25,000","$26,626.00 ",Dressage - Breeding - Eventing ,
11042,German Sport Horse,Mare,11 years,"16,2 hh",Chestnut-Red,Göppingen,"15,000","$15,975.00 ",Dressage - Breeding - Jumping - Leisure,
11043,Irish Sport Horse,Mare,7 years,"15,2 hh",Brown,Sligo,"5,000","$5,325.00 ",Jumping - Hunting - Eventing - Dressage ,
11044,KWPN,Gelding,9 years,"16,1 hh",Bay,Pilisjászfalu,"25,000","$26,626.00 ",Dressage ,
11045,KWPN,Gelding,5 years,17 hh,Chestnut-Red,Eibergen,"10,000","$10,650.00 ",Dressage,
11046,PRE Mix,Gelding,7 years,16 hh,Gray,Barcelona,N/A,N/A,Dressage - Show - Baroque - Leisure ,
11047,PRE Mix,Stallion,6 years,"16,1 hh",Black,Barcelona,N/A,N/A,Dressage - Show - Baroque - Leisure ,
11048,PRE,Stallion,6 years,16 hh,Dun,Barcelona,N/A,N/A,Dressage - Show - Leisure ,
11049,Hanoverian,Stallion,4 years,"17,1 hh",Chestnut-Red,Greifenstein,"100,000","$106,503.00 ",Dressage - Mating ,
11050,Oldenburg,Mare,14 years,"16,2 hh",Smoky-Black,Bramsche,"10,000","$10,650.00 ",Breeding - Dressage,
11051,Trakehner,Mare,4 years,"16,1 hh",Smoky-Black,Bernsdorf,"10,000","$10,650.00 ",Dressage - Breeding,
11052,KWPN,Gelding,3 years,16 hh,Brown,Loon op Zand,"15,000","$15,975.00 ",Dressage,
11053,PRE,Mare,5 years,"15,3 hh",Brown,Wiebelsheim,"9,999","$10,649.00 ",Leisure - Baroque - Breeding - Dressage ,
11054,PRE,Mare,1 year,N/A,N/A,Alveringem,"10,000","$10,650.00 ",Dressage - Leisure ,
11055,Pony of the Americas,Gelding,10 years,11 hh,Tobiano-all-colors,Weatherford Tx,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse,
11056,Other Warmbloods,Mare,,"16,1 hh",Palomino,Borgentreich,N/A,N/A,Jumping - Eventing - Leisure - Dressage,
11057,PRE,Stallion,1 year,15 hh,N/A,Los Rosales,"3,000","$3,195.00 ",Gaited ,
11058,PRE,Stallion,3 years,"15,2 hh",Gray,Wremen,"15,000","$15,975.00 ",Working Equitation - Breeding - Leisure - Dressage ,
11059,Oldenburg-International (OS),Mare,5 years,16 hh,Brown,Korntal-Münchingen,"18,500","$19,703.00 ",Jumping - Eventing - Leisure - Dressage ,
11060,Andalusian,Stallion,8 years,"16,1 hh",Black,EngeR,N/A,N/A,Baroque ,
11061,German Riding Pony,Gelding,4 years,"13,2 hh",Palomino,Aeugst am Albis,"15,000","$15,975.00 ",Dressage - Jumping - Leisure - Driving ,
11062,Oldenburg,Gelding,12 years,"16,2 hh",Bay-Dark,Münchberg,"100,000","$106,503.00 ",Dressage,
11063,German Sport Horse,Mare,8 years,"16,3 hh",Gray,Greiz,"20,000","$21,301.00 ",Jumping ,
11064,Holstein,Mare,5 years,"15,2 hh",Brown,Breydin,"40,000","$42,601.00 ",Jumping - Hunter,
11065,German Sport Horse,Mare,8 years,17 hh,Chestnut-Red,Karlsfeld,N/A,N/A,Dressage ,
11066,Friesian horses,Mare,3 years,"15,3 hh",Black,Mijnsheerenland,"7,000","$7,455.00 ",Leisure - Breeding ,
11067,Friesian horses,Mare,8 years,16 hh,Black,Mijnsheerenland,"17,500","$18,638.00 ",Breeding - Mating - Dressage ,
11068,Friesian horses,Stallion,4 years,16 hh,Black,Mijnsheerenland,N/A,N/A,Dressage - Baroque - Mating ,
11069,Friesian horses,Mare,4 years,16 hh,Black,Mijnsheerenland,"13,500","$14,378.00 ",Dressage - Breeding - Leisure ,
11070,Friesian horses,Gelding,4 years,"15,3 hh",Black,Mijnsheerenland,"15,000","$15,975.00 ",Dressage - Leisure ,
11071,Friesian horses,Stallion,5 years,16 hh,Black,Mijnsheerenland,N/A,N/A,Dressage - Show - Mating ,
11072,Friesian horses,Mare,9 years,"16,1 hh",Black,Mijnsheerenland,"22,500","$23,963.00 ",Breeding ,
11073,Friesian horses,Stallion,3 years,"15,3 hh",Black,Mijnsheerenland,"15,000","$15,975.00 ",Dressage - Show - Leisure ,
11074,Friesian horses,Stallion,4 years,16 hh,Black,Mijnsheerenland,"18,500","$19,703.00 ",Dressage - Leisure - Driving ,
11075,Friesian horses,Mare,8 years,16 hh,Black,Mijnsheerenland,"17,500","$18,638.00 ",Breeding - Leisure - Dressage ,
11076,Bavarian Warmblood,Stallion,6 years,"16,1 hh",Brown,Karlsfeld,N/A,N/A,Dressage ,
11077,Shagya Arabian Mix,Stallion,2 years,15 hh,Can be white,Rotenburg an der Fulda,"6,900","$7,349.00 ",Endurance - Jumping - Leisure - Dressage ,
11078,Pintos,Stallion,2 years,"14,2 hh",Pinto,Breiholz,"4,900","$5,219.00 ",Dressage - Eventing - Jumping - Leisure ,
11079,German Riding Pony,Stallion,2 years,"14,2 hh",Pinto,Breiholz,"4,900","$5,219.00 ",Dressage - Eventing - Jumping - Leisure,
11080,Other Warmbloods,Mare,9 years,"16,1 hh",Brown,Weichs,"70,000","$74,552.00 ",Jumping,
11081,Lewitzer,Stallion,2 years,"14,2 hh",Pinto,Breiholz,"4,900","$5,219.00 ",Dressage - Eventing - Jumping - Leisure ,
11082,Shagya Arabian,Gelding,7 years,"15,1 hh",Gray,Rotenburg an der Fulda,"10,000","$10,650.00 ",Endurance - Western - Leisure - Dressage ,
11083,Shagya Arabian,Gelding,4 years,"15,3 hh",Brown,Rotenburg an der Fulda,"10,000","$10,650.00 ",Endurance - Eventing - Leisure - Dressage ,
11084,German Sport Horse,Gelding,4 years,"16,2 hh",Black,Karlsfeld,N/A,N/A,Dressage ,
11085,German Sport Horse,Mare,4 years,17 hh,Chestnut,Karlsfeld,N/A,N/A,Dressage ,
11086,Lusitano,Mare,3 years,"15,2 hh",Dun,Encarnação,"20,000","$21,301.00 ",Dressage - Working Equitation - Breeding ,
11087,Lusitano,Mare,4 years,"15,2 hh",Gray,Encarnação,"10,000","$10,650.00 ",Dressage - Working Equitation - Breeding ,
11088,Zangersheider,Gelding,6 years,"16,2 hh",White,Maaseik,"30,000","$31,951.00 ",Jumping ,
11089,Hungarian Sport Horse,Gelding,12 years,16 hh,Bay-Dark,Pócsmegyer,"20,000","$21,301.00 ",Jumping ,
11090,PRE Mix,Stallion,3 years,15 hh,Perlino,Visz,"4,000","$4,260.00 ",Baroque - Working Equitation - Dressage ,
11091,Andalusian,Mare,4 years,"15,1 hh",Palomino,Daleiden,"8,600","$9,159.00 ",Leisure - Working Equitation - Trail - Dressage ,
11092,Andalusian Mix,Gelding,4 years,"15,2 hh",Chestnut-Red,Krumbach,"15,000","$15,975.00 ",Dressage - Working Equitation - Leisure ,
11093,Oldenburg,Gelding,11 years,"16,2 hh",Black,Pilisjászfalu,"70,000","$74,552.00 ",Dressage ,
11094,American Quarter Horse,Mare,9 years,14 hh,Gray,Fort Worth Texas,N/A,"$2,500.00 ",Driving - English Pleasure ,
11095,Zangersheider,Gelding,5 years,"15,1 hh",Bay,Wisznia Mała,"70,000","$74,552.00 ",Jumping ,
11096,German Sport Horse,Gelding,6 years,"16,2 hh",Bay,Kroatisch Minihof / Mjenovo,"15,000","$15,975.00 ",Jumping - Hunter - Leisure - Dressage ,
11097,Zangersheider,Mare,8 years,N/A,N/A,Kent,N/A,"$30,609.00 ",Eventing - Jumping - Dressage ,
11098,KWPN,Mare,9 years,"16,1 hh",Chestnut,Canterbury,N/A,"$24,488.00 ",Jumping - English Pleasure - Eventing - Hunter ,
11099,Zangersheider,Stallion,1 year,"16,1 hh",Chestnut,Canterbury,N/A,"$10,713.00 ",Jumping ,
11100,KWPN,Gelding,11 years,"16,1 hh",Gray,Schlins,"20,000","$21,301.00 ",Jumping - Eventing - Dressage ,
11101,Welsh D (Cob),Gelding,5 years,"13,2 hh",Pinto,Schlins,"7,000","$7,455.00 ",Leisure - Eventing - Jumping - Dressage ,
11102,Welsh D (Cob),Gelding,5 years,"13,2 hh",Pinto,Schlins,"6,800","$7,242.00 ",Leisure - Eventing - Jumping - Dressage ,
11103,German Sport Horse,Stallion,1 year,"16,1 hh",Brown,Burgstall,"4,500","$4,793.00 ",Jumping - Show - Leisure,
11104,German Sport Horse,Stallion,2 years,"16,1 hh",Brown,Burgstall,"4,400","$4,686.00 ",Jumping - Show - Leisure,
11105,German Sport Horse,Stallion,2 years,"16,3 hh",Bay-Dark,Burgstall,"4,300","$4,580.00 ",Jumping - Show - Leisure,
11106,American Quarter Horse,Mare,1 year,"15,1 hh",N/A,Geiselwind,"10,000","$10,650.00 ",Western - Show - Leisure,
11107,Hanoverian,Stallion,1 year,"16,2 hh",Brown,Losheim am See,"8,000","$8,520.00 ",Jumping - Show - Leisure,
11108,American Quarter Horse,Stallion,2 years,15 hh,Red Dun,Reichelsheim,"7,000","$7,455.00 ",Western - Show - Leisure,
11109,American Quarter Horse,Gelding,11 years,15 hh,Gray,Paicines CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11110,American Quarter Horse,Mare,10 years,"14,2 hh",Gray,Camp Verde AZ,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11111,American Saddlebred,Gelding,9 years,"14,3 hh",Bay,Paicines CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11112,American Quarter Horse,Gelding,9 years,"14,3 hh",Buckskin,Casa Grande AZ,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11113,American Quarter Horse,Gelding,13 years,16 hh,Palomino,Flemingsburg KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11114,American Quarter Horse,Gelding,6 years,N/A,N/A,River Falls Wi,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11115,Hanoverian,Mare,8 years,"16,2 hh",Black,Békésszentandrás,"8,500","$9,053.00 ",Dressage - Vaulting - Leisure,
11116,Hanoverian,Mare,10 years,"16,2 hh",Brown,Békésszentandrás,"8,900","$9,479.00 ",Dressage - Jumping - Hunter - Leisure,
11117,Westphalian,Mare,9 years,"16,1 hh",Brown,Békésszentandrás,"8,700","$9,266.00 ",Dressage - Vaulting - Jumping - Leisure,
11118,Mustang (american),Gelding,6 years,14 hh,Dun,Stephenville TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11119,Percheron,Gelding,9 years,16 hh,Gray-Dapple,"Mount Vernon, KY",N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11120,Draft Horse,Gelding,9 years,16 hh,Gray-Dapple,"Mount Vernon, KY",N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11121,American Quarter Horse,Gelding,9 years,16 hh,Gray-Dapple,Mount Vernon Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11122,Draft Horse,Gelding,4 years,N/A,N/A,Flemingsburg KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11123,American Quarter Horse,Gelding,4 years,N/A,N/A,Flemingsburg KY,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11124,American Quarter Horse,Gelding,7 years,"15,1 hh",Black,Lipan TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11125,Fjord Horses,Mare,12 years,"14,2 hh",Buckskin,Flemingsburg Ky,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11126,American Quarter Horse,Gelding,9 years,"14,2 hh",Palomino,Camp Verde AZ,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11127,Paint Horse,Mare,3 years,"14,3 hh",Tobiano-all-colors,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11128,American Quarter Horse,Gelding,3 years,"14,3 hh",Tobiano-all-colors,Weatherford TX,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11129,Oldenburg,Mare,4 years,"16,2 hh",Chestnut-Red,Ladeburg,"9,000","$9,585.00 ",Dressage - Leisure ,
11130,American Quarter Horse,Mare,10 years,"14,3 hh",Chestnut,Bitterwater CA,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11131,Polish Warmblood,Gelding,7 years,"15,2 hh",Brown,Groß Twülpstedt,"8,500","$9,053.00 ",Leisure ,
11132,Arabian horses,Stallion,3 years,"14,2 hh",Black,Zawidz Kościelny,"10,000","$10,650.00 ",Breeding - English Pleasure,
11133,Paint Horse,Gelding,9 years,"14,1 hh",Overo-all-colors,Quitman AR,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11134,American Quarter Horse,Gelding,9 years,"14,1 hh",Overo-all-colors,Quitman AR,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11135,American Quarter Horse,Gelding,13 years,N/A,N/A,Howell MI,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11136,American Quarter Horse,Gelding,8 years,12 hh,Roan-Red,Livingston Al,N/A,"$3,500.00 ",Trail - Versatility Ranch Horse ,
11137,German Riding Pony,Gelding,3 years,"14,1 hh",Dun,Güstrow,"5,000","$5,325.00 ",Jumping - Hunter under saddle - Eventing - Dressage ,
11138,Hanoverian,Stallion,4 years,"16,2 hh",Bay-Dark,Lippetal,"40,000","$42,601.00 ",Dressage,
11139,Westphalian,Mare,4 years,"16,1 hh",Brown,Wysin,"20,000","$21,301.00 ",Jumping - Eventing ,
11140,Oldenburg-International (OS),Mare,9 years,"16,1 hh",Bay-Dark,Wysin,"41,000","$43,666.00 ",Jumping ,
11141,Oldenburg,Mare,7 years,"15,2 hh",Gray,Wysin,"16,000","$17,040.00 ",Jumping ,
11142,Westphalian,Gelding,5 years,"16,1 hh",Smoky-Black,Salzhemmendorf,"12,000","$12,780.00 ",Dressage - Eventing - Jumping - Leisure ,
11143,Spanish Sporthorse Mix,Gelding,5 years,"16,1 hh",Brown,Aldingen,"15,000","$15,975.00 ",Dressage - Working Equitation - Leisure ,
11144,Westphalian,Mare,4 years,"15,3 hh",Bay-Dark,Glandorf,"10,000","$10,650.00 ",Eventing - Jumping - Leisure - Dressage ,
11145,Brandenburg Warmblood,Gelding,4 years,16 hh,Black,Freiensteinau,"70,000","$74,552.00 ",Dressage ,
11146,Irish Sport Horse Mix,Gelding,4 years,16 hh,Brown,Uelsen,"6,900","$7,349.00 ",Leisure - Jumping - Dressage ,
11147,Hanoverian,Gelding,5 years,17 hh,Smoky-Black,Freiensteinau,"30,000","$31,951.00 ",Dressage ,
11148,Irish Sport Horse Mix,Gelding,10 years,"15,2 hh",Brown,Uelsen,"7,300","$7,775.00 ",Leisure - Jumping - Dressage ,
11149,Oldenburg,Mare,8 years,"16,2 hh",Smoky-Black,Freiensteinau,N/A,N/A,Dressage ,
11150,Irish Sport Horse Mix,Gelding,9 years,"15,2 hh",Brown,Uelsen,"7,500","$7,988.00 ",Leisure - Jumping - Dressage ,
11151,Austrian Warmblood,Stallion,3 years,"16,2 hh",N/A,St. Marein bei Graz,"40,000","$42,601.00 ",Dressage,
11152,Latvian Warmblood,Gelding,12 years,"14,1 hh",N/A,Riga,"10,000","$10,650.00 ",Jumping - Eventing - Dressage ,
11153,Lusitano Mix,Gelding,4 years,"14,3 hh",Gray,Tabernas Almeria,"3,700","$3,941.00 ",Dressage - Leisure ,
11154,American Quarter Horse,Gelding,5 years,N/A,N/A,Millersburg,N/A,N/A,Trail - Versatility Ranch Horse ,
11155,Hanoverian,Mare,4 years,"15,1 hh",Chestnut-Red,Glandorf,"10,000","$10,650.00 ",Eventing - Jumping - Leisure - Dressage ,
11156,Oldenburg-International (OS),Stallion,1 year,N/A,N/A,Dassel,"10,000","$10,650.00 ",Jumping,
11157,Oldenburg,Gelding,4 years,"16,1 hh",Bay-Dark,Weert,"17,500","$18,638.00 ",Dressage ,
11158,Arabian horses,Gelding,2 years,"14,3 hh",Gray-Dapple,Reutenbourg,"4,000","$4,260.00 ",Endurance - Western - Leisure - Dressage,"Green, is allrounder, Halter accustomed"
11159,KWPN,Gelding,7 years,"16,2 hh",Brown,Mittergoggitsch,"22,000","$23,431.00 ",Dressage - Jumping - Leisure ,
11160,Lipizzaner,Gelding,14 years,"15,2 hh",N/A,Prinzersdorf,"4,800","$5,112.00 ",Driving - Leisure ,
11161,Hungarian Sport Horse Mix,Mare,6 years,"14,1 hh",Black,Matzersdorf,"5,800","$6,177.00 ",Leisure - Jumping - Driving - Dressage ,
11162,PRE Mix,Stallion,6 years,"16,1 hh",Brown,Navas Del Madroño,"40,000","$42,601.00 ",Eventing ,
11163,Oldenburg-International (OS),Mare,8 years,"16,1 hh",Brown,Gummersbach,"11,900","$12,674.00 ",Jumping - Breeding - Eventing - Leisure,
11164,PRE,Stallion,7 years,"15,2 hh",Pearl,Marly-sous-Issy,"25,000","$26,626.00 ",Dressage - Breeding ,
11165,Other Breeds,Mare,3 years,"15,2 hh",Brown,Marly-sous-Issy,"20,000","$21,301.00 ",Dressage - Breeding ,
11166,Oldenburg,Mare,10 years,16 hh,Tobiano-all-colors,Marly-sous-Issy,"18,000","$19,170.00 ",Breeding - Dressage ,
11167,Lusitano,Stallion,3 years,N/A,N/A,Saligny sur Roudon,"10,000","$10,650.00 ",Dressage - Working Equitation - Breeding - Mating ,
11168,Lusitano,Mare,13 years,16 hh,Gray-Fleabitten,Saligny sur Roudon,N/A,N/A,Breeding - Working Equitation - Leisure - Dressage ,
11169,PRE,Gelding,8 years,"15,3 hh",Smoky-Black,Krumbach,"40,000","$42,601.00 ",Dressage - Working Equitation - Baroque - Driving ,
11170,PRE,Stallion,7 years,"15,3 hh",Brown,Krumbach,"40,000","$42,601.00 ",Dressage - Working Equitation - Show - Leisure ,
11171,KWPN,Gelding,4 years,16 hh,Brown,Ceske Budejovice,"5,500","$5,858.00 ",Jumping - Working Equitation - Hunter - Leisure ,
11172,Oldenburg,Mare,8 years,16 hh,Chestnut-Red,Roßdorf,"20,000","$21,301.00 ",Dressage,
11173,Holstein,Gelding,7 years,"16,1 hh",Gray,Bergisch Gladbach,"40,000","$42,601.00 ",Jumping ,
11174,Holstein,Gelding,5 years,"16,2 hh",Gray,Zossen,"15,000","$15,975.00 ",Jumping - Leisure ,
11175,German Riding Pony,Mare,7 years,"14,2 hh",Chestnut,Marienfeld,"25,000","$26,626.00 ",Dressage - Breeding - Eventing - Jumping,
11176,Paint Horse,Mare,19 years,"15,1 hh",Gray-Dapple,BETTELDORF,"2,200","$2,343.00 ",Breeding - Western - Leisure ,
11177,Thoroughbred,Mare,14 years,"15,3 hh",Palomino,Beaumont pied-de-boeuf,51,$54.00 ,Breeding - Leisure ,
11178,German Riding Horse,Mare,16 years,"15,2 hh",Dun,Beaumont pied-de-boeuf,51,$54.00 ,Breeding ,
11179,Hanoverian,Stallion,4 years,16 hh,Gray,Magdeburg,"12,000","$12,780.00 ",Jumping - Breeding - Eventing,
11180,PRE,Stallion,2 years,"15,2 hh",Gray,Wremen,"15,000","$15,975.00 ",Working Equitation - Baroque - Leisure - Dressage ,
11181,Oldenburg-International (OS),Gelding,5 years,"16,2 hh",Bay-Dark,Sunthausen,"40,000","$42,601.00 ",Jumping ,
11182,German Riding Pony,Gelding,12 years,"13,1 hh",Chestnut-Red,Frankfurt am Main,"8,999","$9,584.00 ",Dressage - Jumping ,
11183,German Riding Pony,Gelding,9 years,"14,2 hh",Chestnut-Red,Limburg an der Lahn,"999,999","$1,065,024.00 ",Jumping - Leisure - Dressage ,
11184,New Forest Pony,Stallion,7 years,"14,2 hh",Brown,Pronstorf,"10,000","$10,650.00 ",Jumping - Dressage ,
11185,PRE Mix,Stallion,5 years,"16,1 hh",Dun,Merida,N/A,N/A,Dressage - Leisure ,
11186,New Forest Pony,Mare,8 years,"14,1 hh",Chestnut-Red,"Recke, bei Osnabrück","40,000","$42,601.00 ",Dressage - Breeding - Jumping - Leisure ,
11187,Hanoverian,Mare,8 years,16 hh,Brown,Neustadt (Dosse),"10,000","$10,650.00 ",Jumping - Eventing - Hunter - Leisure ,
11188,PRE,Stallion,7 years,17 hh,Dun,Barcelona,N/A,N/A,Dressage - Baroque - Leisure ,
11189,PRE,Stallion,4 years,"16,1 hh",Gray,Puerto Lumbreras,"20,000","$21,301.00 ",Dressage - Baroque - Breeding - Mating ,
11190,PRE,Stallion,5 years,"15,3 hh",Gray-Dapple,Villanueva De Córdoba,"9,000","$9,585.00 ",Dressage - Leisure ,
11191,PRE,Stallion,3 years,"15,2 hh",Palomino,Girona,"40,000","$42,601.00 ",Dressage - Working Equitation - Breeding - Leisure ,
11192,PRE,Stallion,3 years,16 hh,Black,Girona,"40,000","$42,601.00 ",Dressage - Breeding - Leisure ,
11193,Noriker,Gelding,8 years,"15,1 hh",Pinto,Bayerbach,"7,800","$8,307.00 ",Leisure - Trail - Western ,
11194,PRE,Stallion,4 years,16 hh,Brown,Girona,"20,000","$21,301.00 ",Dressage - Breeding - Leisure ,
11195,Percheron,Gelding,6 years,"16,2 hh",Black,Bayerbach,"10,500","$11,183.00 ",Driving - Trail - Western ,
11196,PRE,Stallion,3 years,N/A,N/A,Girona,"40,000","$42,601.00 ",Dressage - Working Equitation - Leisure ,
11197,PRE,Stallion,4 years,"15,2 hh",Buckskin,Girona,"15,000","$15,975.00 ",Leisure - Working Equitation - Dressage ,
11198,Austrian Warmblood,Stallion,3 years,16 hh,Brown,Pennewang,N/A,N/A,Dressage - Leisure - Driving ,
11199,More ponies/small horses,Mare,4 years,"13,2 hh",Pinto,Straßwalchen,"6,500","$6,923.00 ",Leisure - Jumping - Driving - Dressage ,
11200,Spanish Sporthorse,Gelding,11 years,"12,2 hh",Black,Garagartza (Mendaro),"17,000","$18,105.00 ",Jumping - Eventing,
11201,American Quarter Horse,Mare,8 years,"14,2 hh",Palomino,Haren,"10,000","$10,650.00 ",Breeding,
